timestamp,decade_1830,decade_1840,decade_1850,decade_1860,decade_1870,decade_1880,decade_1890,decade_1910,decade_1920,decade_1930,decade_1940,decade_1950,decade_1960,decade_1970,decade_1980,decade_1990,decade_2010,decade_2020,decade_2030
2014-07-14,0.0,1.0,3.0,4.0,5.0,5.0,1.0,1.0,66.0,84.0,48.0,150.0,137.0,138.0,232.0,241.0,5.0,4.0,2.0
2014-07-21,6.0,2.0,3.0,4.0,2.0,7.0,5.0,2.0,62.0,88.0,76.0,149.0,155.0,158.0,216.0,233.0,7.0,4.0,1.0
2014-07-28,2.0,5.0,4.0,2.0,0.0,7.0,4.0,4.0,75.0,65.0,51.0,129.0,140.0,142.0,168.0,252.0,1.0,2.0,1.0
2014-08-04,0.0,0.0,2.0,4.0,1.0,6.0,2.0,4.0,67.0,76.0,58.0,106.0,129.0,128.0,161.0,215.0,5.0,2.0,0.0
2014-08-11,1.0,1.0,0.0,5.0,4.0,1.0,6.0,2.0,72.0,77.0,71.0,145.0,122.0,135.0,170.0,206.0,2.0,0.0,0.0
2014-08-18,2.0,1.0,2.0,6.0,3.0,1.0,2.0,10.0,74.0,80.0,57.0,152.0,162.0,168.0,229.0,235.0,16.0,4.0,0.0
2014-08-25,1.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,71.0,69.0,71.0,134.0,145.0,158.0,163.0,227.0,8.0,3.0,3.0
2014-09-01,2.0,0.0,2.0,2.0,3.0,10.0,12.0,3.0,91.0,87.0,56.0,113.0,147.0,144.0,184.0,266.0,5.0,4.0,3.0
2014-09-08,3.0,1.0,3.0,2.0,10.0,15.0,4.0,1.0,82.0,65.0,44.0,119.0,181.0,154.0,219.0,266.0,3.0,5.0,1.0
2014-09-15,4.0,0.0,2.0,4.0,4.0,1.0,2.0,1.0,89.0,92.0,52.0,110.0,179.0,160.0,186.0,218.0,5.0,9.0,2.0
2014-09-22,0.0,1.0,2.0,6.0,4.0,2.0,4.0,2.0,69.0,62.0,47.0,99.0,145.0,133.0,159.0,220.0,3.0,2.0,0.0
2014-09-29,1.0,2.0,1.0,3.0,1.0,4.0,5.0,0.0,83.0,73.0,41.0,86.0,123.0,140.0,177.0,216.0,6.0,5.0,3.0
2014-10-06,2.0,0.0,2.0,3.0,2.0,4.0,5.0,0.0,87.0,67.0,45.0,97.0,137.0,161.0,177.0,236.0,4.0,1.0,0.0
2014-10-13,0.0,0.0,4.0,2.0,0.0,6.0,6.0,2.0,66.0,65.0,47.0,119.0,168.0,141.0,172.0,212.0,4.0,3.0,1.0
2014-10-20,1.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,68.0,56.0,57.0,188.0,152.0,159.0,234.0,368.0,7.0,1.0,2.0
2014-10-27,5.0,4.0,0.0,5.0,8.0,2.0,3.0,3.0,60.0,74.0,42.0,120.0,142.0,144.0,186.0,256.0,5.0,2.0,1.0
2014-11-03,1.0,0.0,2.0,3.0,4.0,3.0,5.0,2.0,79.0,69.0,62.0,119.0,164.0,172.0,194.0,230.0,7.0,5.0,2.0
2014-11-10,0.0,1.0,7.0,3.0,4.0,7.0,5.0,4.0,94.0,60.0,52.0,104.0,148.0,160.0,177.0,269.0,6.0,5.0,2.0
2014-11-17,2.0,4.0,3.0,8.0,4.0,3.0,0.0,2.0,82.0,62.0,52.0,175.0,171.0,167.0,183.0,232.0,3.0,6.0,3.0
2014-11-24,2.0,2.0,5.0,1.0,3.0,7.0,8.0,1.0,70.0,63.0,69.0,162.0,181.0,201.0,199.0,216.0,3.0,6.0,3.0
2014-12-01,2.0,3.0,7.0,3.0,2.0,2.0,4.0,4.0,77.0,59.0,68.0,138.0,179.0,148.0,168.0,195.0,2.0,5.0,3.0
2014-12-08,2.0,2.0,7.0,1.0,2.0,3.0,6.0,6.0,54.0,51.0,41.0,66.0,149.0,111.0,174.0,193.0,5.0,4.0,1.0
2014-12-15,0.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,17.0,21.0,9.0,22.0,22.0,32.0,30.0,57.0,3.0,0.0,0.0
2014-12-22,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,18.0,16.0,15.0,18.0,43.0,38.0,54.0,57.0,0.0,2.0,0.0
2014-12-29,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,13.0,14.0,12.0,28.0,26.0,27.0,37.0,52.0,0.0,0.0,0.0
2015-01-05,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,26.0,18.0,15.0,37.0,52.0,59.0,67.0,61.0,4.0,1.0,0.0
2015-01-12,0.0,4.0,2.0,3.0,2.0,1.0,0.0,3.0,32.0,33.0,31.0,82.0,70.0,90.0,85.0,109.0,3.0,0.0,1.0
2015-01-19,0.0,0.0,3.0,5.0,5.0,5.0,3.0,1.0,38.0,43.0,30.0,79.0,106.0,95.0,111.0,131.0,4.0,0.0,2.0
2015-01-26,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,50.0,34.0,30.0,76.0,81.0,83.0,94.0,160.0,5.0,2.0,0.0
2015-02-02,3.0,2.0,2.0,2.0,5.0,1.0,1.0,3.0,53.0,45.0,50.0,72.0,84.0,89.0,140.0,166.0,3.0,3.0,2.0
2015-02-09,2.0,2.0,3.0,1.0,0.0,3.0,0.0,2.0,50.0,42.0,33.0,75.0,79.0,93.0,125.0,183.0,3.0,0.0,2.0
2015-02-16,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,60.0,47.0,49.0,80.0,83.0,124.0,157.0,176.0,2.0,2.0,1.0
2015-02-23,1.0,0.0,5.0,6.0,2.0,2.0,5.0,2.0,53.0,50.0,34.0,109.0,105.0,117.0,137.0,164.0,2.0,0.0,2.0
2015-03-02,2.0,6.0,2.0,4.0,0.0,0.0,5.0,2.0,67.0,59.0,41.0,88.0,92.0,125.0,135.0,224.0,6.0,3.0,1.0
2015-03-09,1.0,1.0,3.0,2.0,4.0,4.0,12.0,0.0,65.0,49.0,42.0,71.0,100.0,87.0,136.0,166.0,2.0,1.0,0.0
2015-03-16,2.0,0.0,2.0,1.0,1.0,1.0,6.0,3.0,80.0,65.0,45.0,106.0,128.0,116.0,177.0,170.0,3.0,2.0,4.0
2015-03-23,2.0,4.0,5.0,6.0,2.0,6.0,4.0,5.0,70.0,66.0,49.0,110.0,110.0,129.0,203.0,234.0,6.0,4.0,0.0
2015-03-30,0.0,1.0,2.0,3.0,2.0,8.0,6.0,3.0,65.0,68.0,42.0,83.0,111.0,110.0,156.0,230.0,3.0,5.0,1.0
2015-04-06,0.0,1.0,6.0,3.0,4.0,3.0,4.0,0.0,69.0,70.0,48.0,102.0,123.0,132.0,181.0,223.0,9.0,2.0,1.0
2015-04-13,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,78.0,59.0,43.0,112.0,129.0,139.0,175.0,232.0,2.0,5.0,3.0
2015-04-20,1.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,65.0,48.0,33.0,101.0,147.0,153.0,187.0,250.0,5.0,2.0,0.0
2015-04-27,2.0,7.0,2.0,2.0,1.0,2.0,4.0,3.0,52.0,68.0,61.0,108.0,138.0,139.0,191.0,243.0,6.0,4.0,3.0
2015-05-04,3.0,2.0,1.0,5.0,2.0,7.0,4.0,6.0,84.0,70.0,57.0,104.0,164.0,167.0,200.0,312.0,5.0,2.0,0.0
2015-05-11,3.0,2.0,5.0,10.0,3.0,3.0,2.0,4.0,76.0,63.0,42.0,122.0,107.0,170.0,176.0,251.0,12.0,2.0,1.0
2015-05-18,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,78.0,76.0,56.0,160.0,139.0,156.0,142.0,199.0,8.0,8.0,3.0
2015-05-25,1.0,2.0,5.0,0.0,6.0,4.0,2.0,5.0,81.0,52.0,53.0,112.0,139.0,161.0,215.0,303.0,8.0,4.0,1.0
2015-06-01,0.0,2.0,4.0,6.0,1.0,7.0,2.0,2.0,62.0,59.0,57.0,139.0,110.0,158.0,190.0,229.0,10.0,7.0,1.0
2015-06-08,1.0,1.0,5.0,2.0,2.0,5.0,3.0,3.0,76.0,57.0,53.0,168.0,153.0,132.0,165.0,223.0,11.0,8.0,0.0
2015-06-15,0.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,86.0,71.0,47.0,143.0,138.0,138.0,159.0,215.0,4.0,4.0,0.0
2015-06-22,1.0,3.0,13.0,9.0,2.0,8.0,6.0,2.0,68.0,70.0,47.0,107.0,155.0,155.0,172.0,283.0,11.0,6.0,2.0
2015-06-29,3.0,4.0,6.0,19.0,2.0,6.0,6.0,4.0,85.0,62.0,58.0,182.0,201.0,159.0,195.0,296.0,10.0,3.0,2.0
2015-07-06,3.0,2.0,9.0,2.0,2.0,2.0,2.0,3.0,82.0,84.0,49.0,136.0,174.0,175.0,186.0,307.0,7.0,2.0,0.0
2015-07-13,5.0,2.0,6.0,2.0,2.0,6.0,1.0,5.0,63.0,55.0,53.0,152.0,150.0,179.0,234.0,350.0,11.0,5.0,6.0
2015-07-20,3.0,1.0,4.0,7.0,1.0,3.0,7.0,1.0,78.0,95.0,54.0,144.0,176.0,175.0,201.0,282.0,5.0,4.0,0.0
2015-07-27,3.0,3.0,2.0,2.0,5.0,4.0,2.0,1.0,92.0,63.0,70.0,143.0,195.0,168.0,248.0,301.0,11.0,5.0,3.0
2015-08-03,3.0,1.0,3.0,1.0,1.0,8.0,2.0,7.0,84.0,80.0,59.0,107.0,134.0,146.0,218.0,280.0,7.0,3.0,1.0
2015-08-10,3.0,0.0,4.0,8.0,4.0,3.0,3.0,2.0,85.0,75.0,61.0,155.0,167.0,197.0,238.0,279.0,4.0,1.0,2.0
2015-08-17,3.0,3.0,6.0,1.0,3.0,9.0,7.0,5.0,77.0,75.0,43.0,160.0,167.0,194.0,227.0,292.0,10.0,3.0,4.0
2015-08-24,2.0,4.0,3.0,11.0,3.0,5.0,5.0,3.0,105.0,84.0,79.0,185.0,169.0,184.0,258.0,306.0,10.0,4.0,2.0
2015-08-31,1.0,4.0,1.0,6.0,2.0,1.0,5.0,2.0,113.0,96.0,65.0,156.0,189.0,215.0,225.0,324.0,10.0,2.0,2.0
2015-09-07,4.0,3.0,5.0,2.0,4.0,4.0,1.0,4.0,98.0,93.0,83.0,146.0,157.0,167.0,199.0,365.0,2.0,0.0,0.0
2015-09-14,0.0,3.0,9.0,7.0,3.0,3.0,6.0,2.0,89.0,91.0,68.0,121.0,177.0,183.0,228.0,337.0,7.0,8.0,1.0
2015-09-21,3.0,3.0,4.0,4.0,0.0,5.0,5.0,1.0,88.0,82.0,63.0,130.0,147.0,182.0,262.0,353.0,4.0,0.0,1.0
2015-09-28,0.0,4.0,5.0,12.0,5.0,5.0,4.0,2.0,68.0,81.0,74.0,115.0,145.0,148.0,214.0,298.0,3.0,3.0,3.0
2015-10-05,1.0,1.0,5.0,4.0,1.0,4.0,4.0,1.0,72.0,66.0,78.0,178.0,172.0,198.0,342.0,392.0,8.0,5.0,0.0
2015-10-12,1.0,0.0,7.0,6.0,3.0,2.0,3.0,5.0,112.0,76.0,63.0,128.0,175.0,165.0,237.0,373.0,10.0,0.0,0.0
2015-10-19,3.0,5.0,2.0,2.0,2.0,6.0,5.0,3.0,105.0,86.0,70.0,126.0,222.0,219.0,283.0,355.0,4.0,4.0,3.0
2015-10-26,2.0,0.0,7.0,5.0,2.0,8.0,4.0,6.0,86.0,87.0,69.0,116.0,161.0,211.0,256.0,346.0,10.0,3.0,1.0
2015-11-02,0.0,2.0,9.0,0.0,1.0,4.0,11.0,3.0,74.0,71.0,61.0,151.0,167.0,197.0,244.0,338.0,3.0,0.0,0.0
2015-11-09,4.0,4.0,4.0,3.0,0.0,1.0,5.0,4.0,84.0,62.0,54.0,146.0,160.0,159.0,245.0,392.0,7.0,4.0,1.0
2015-11-16,0.0,4.0,2.0,4.0,1.0,6.0,2.0,1.0,109.0,100.0,72.0,165.0,198.0,211.0,249.0,362.0,2.0,3.0,0.0
2015-11-23,2.0,2.0,9.0,6.0,6.0,5.0,5.0,10.0,117.0,86.0,87.0,189.0,246.0,225.0,285.0,408.0,15.0,10.0,4.0
2015-11-30,2.0,5.0,4.0,6.0,3.0,7.0,8.0,1.0,108.0,93.0,68.0,160.0,250.0,257.0,294.0,372.0,10.0,4.0,2.0
2015-12-07,2.0,2.0,7.0,5.0,2.0,2.0,4.0,3.0,97.0,105.0,91.0,200.0,212.0,261.0,291.0,426.0,9.0,7.0,2.0
2015-12-14,1.0,3.0,6.0,5.0,2.0,4.0,7.0,1.0,122.0,98.0,88.0,204.0,247.0,262.0,350.0,438.0,11.0,13.0,2.0
2015-12-21,2.0,5.0,4.0,4.0,6.0,4.0,2.0,2.0,124.0,95.0,69.0,141.0,199.0,227.0,261.0,393.0,5.0,6.0,0.0
2015-12-28,2.0,0.0,1.0,8.0,1.0,4.0,11.0,4.0,111.0,90.0,70.0,146.0,180.0,219.0,307.0,357.0,13.0,7.0,1.0
2016-01-04,2.0,3.0,6.0,4.0,28.0,1.0,7.0,4.0,109.0,80.0,70.0,155.0,211.0,241.0,255.0,349.0,8.0,3.0,1.0
2016-01-11,2.0,4.0,6.0,5.0,5.0,7.0,8.0,2.0,117.0,118.0,59.0,178.0,204.0,249.0,275.0,370.0,11.0,12.0,1.0
2016-01-18,2.0,5.0,10.0,4.0,3.0,12.0,8.0,4.0,119.0,118.0,97.0,201.0,249.0,260.0,326.0,460.0,13.0,6.0,1.0
2016-01-25,1.0,3.0,3.0,6.0,7.0,12.0,4.0,4.0,124.0,137.0,78.0,170.0,239.0,264.0,336.0,528.0,18.0,8.0,4.0
2016-02-01,2.0,4.0,4.0,5.0,6.0,11.0,4.0,2.0,120.0,109.0,86.0,191.0,217.0,217.0,347.0,465.0,5.0,7.0,2.0
2016-02-08,1.0,3.0,4.0,4.0,3.0,8.0,9.0,2.0,105.0,104.0,81.0,182.0,248.0,272.0,356.0,524.0,15.0,6.0,4.0
2016-02-15,2.0,5.0,11.0,8.0,4.0,7.0,8.0,4.0,112.0,136.0,94.0,207.0,254.0,260.0,357.0,490.0,5.0,2.0,3.0
2016-02-22,2.0,4.0,2.0,13.0,1.0,5.0,10.0,4.0,125.0,133.0,83.0,212.0,256.0,300.0,343.0,516.0,9.0,5.0,0.0
2016-02-29,2.0,3.0,8.0,6.0,5.0,3.0,9.0,4.0,133.0,119.0,73.0,172.0,236.0,237.0,325.0,568.0,14.0,10.0,4.0
2016-03-07,1.0,4.0,4.0,3.0,1.0,4.0,8.0,5.0,138.0,134.0,88.0,214.0,245.0,238.0,342.0,477.0,6.0,5.0,1.0
2016-03-14,2.0,3.0,4.0,5.0,4.0,6.0,7.0,7.0,135.0,126.0,65.0,199.0,277.0,258.0,399.0,514.0,10.0,5.0,5.0
2016-03-21,4.0,7.0,18.0,1.0,7.0,5.0,7.0,8.0,139.0,120.0,88.0,249.0,305.0,268.0,356.0,549.0,12.0,6.0,9.0
2016-03-28,6.0,6.0,5.0,9.0,10.0,4.0,15.0,6.0,130.0,139.0,98.0,195.0,229.0,265.0,412.0,618.0,22.0,5.0,2.0
2016-04-04,2.0,3.0,5.0,9.0,7.0,6.0,8.0,7.0,145.0,121.0,92.0,197.0,292.0,293.0,407.0,523.0,16.0,3.0,2.0
2016-04-11,5.0,6.0,7.0,12.0,7.0,7.0,3.0,4.0,140.0,112.0,90.0,234.0,266.0,235.0,354.0,465.0,10.0,8.0,5.0
2016-04-18,7.0,3.0,6.0,4.0,3.0,11.0,7.0,1.0,141.0,110.0,96.0,202.0,249.0,298.0,379.0,521.0,13.0,1.0,0.0
2016-04-25,2.0,8.0,8.0,8.0,6.0,9.0,12.0,2.0,190.0,131.0,89.0,182.0,214.0,210.0,324.0,529.0,11.0,3.0,2.0
2016-05-02,0.0,2.0,3.0,6.0,8.0,6.0,7.0,9.0,123.0,122.0,96.0,184.0,245.0,261.0,378.0,504.0,19.0,6.0,2.0
2016-05-09,3.0,3.0,6.0,10.0,1.0,3.0,4.0,8.0,149.0,120.0,83.0,212.0,241.0,253.0,370.0,589.0,13.0,8.0,2.0
2016-05-16,3.0,2.0,12.0,7.0,3.0,5.0,4.0,3.0,124.0,115.0,104.0,174.0,200.0,237.0,334.0,546.0,7.0,7.0,1.0
2016-05-23,3.0,1.0,7.0,11.0,3.0,4.0,6.0,4.0,147.0,113.0,87.0,197.0,270.0,244.0,358.0,695.0,15.0,5.0,3.0
2016-05-30,3.0,4.0,4.0,10.0,5.0,5.0,6.0,7.0,129.0,131.0,74.0,160.0,240.0,223.0,299.0,468.0,11.0,6.0,8.0
2016-06-06,0.0,7.0,6.0,4.0,3.0,4.0,8.0,6.0,122.0,115.0,74.0,206.0,271.0,229.0,321.0,446.0,8.0,6.0,5.0
2016-06-13,2.0,3.0,4.0,6.0,4.0,9.0,3.0,3.0,114.0,109.0,72.0,141.0,223.0,219.0,362.0,518.0,9.0,6.0,1.0
2016-06-20,0.0,3.0,5.0,2.0,0.0,8.0,4.0,4.0,123.0,133.0,87.0,225.0,240.0,273.0,354.0,517.0,11.0,8.0,7.0
2016-06-27,2.0,2.0,6.0,11.0,8.0,3.0,11.0,6.0,153.0,135.0,92.0,184.0,239.0,272.0,356.0,511.0,12.0,5.0,6.0
2016-07-04,2.0,2.0,5.0,7.0,4.0,4.0,10.0,7.0,127.0,127.0,102.0,223.0,295.0,254.0,359.0,537.0,11.0,5.0,5.0
2016-07-11,2.0,0.0,7.0,11.0,4.0,3.0,5.0,3.0,128.0,127.0,97.0,227.0,356.0,305.0,406.0,656.0,16.0,5.0,8.0
2016-07-18,2.0,4.0,9.0,2.0,3.0,1.0,6.0,8.0,155.0,120.0,95.0,224.0,288.0,275.0,481.0,634.0,17.0,9.0,7.0
2016-07-25,4.0,3.0,3.0,7.0,3.0,9.0,11.0,9.0,166.0,130.0,117.0,245.0,336.0,357.0,526.0,697.0,15.0,6.0,2.0
2016-08-01,1.0,4.0,4.0,6.0,6.0,4.0,9.0,3.0,189.0,162.0,130.0,311.0,347.0,334.0,539.0,768.0,25.0,7.0,2.0
2016-08-08,3.0,5.0,6.0,4.0,2.0,3.0,3.0,4.0,150.0,136.0,106.0,236.0,299.0,278.0,402.0,544.0,9.0,8.0,6.0
2016-08-15,1.0,5.0,3.0,9.0,4.0,7.0,9.0,10.0,148.0,104.0,108.0,267.0,268.0,298.0,414.0,626.0,17.0,3.0,3.0
2016-08-22,6.0,3.0,9.0,7.0,1.0,9.0,3.0,1.0,148.0,115.0,99.0,227.0,292.0,264.0,396.0,569.0,12.0,8.0,2.0
2016-08-29,1.0,2.0,5.0,4.0,3.0,6.0,12.0,4.0,140.0,151.0,131.0,244.0,271.0,272.0,385.0,668.0,17.0,12.0,3.0
2016-09-05,1.0,6.0,10.0,8.0,3.0,3.0,4.0,5.0,148.0,168.0,109.0,219.0,230.0,280.0,327.0,470.0,11.0,7.0,3.0
2016-09-12,2.0,7.0,2.0,2.0,2.0,3.0,7.0,9.0,170.0,136.0,104.0,254.0,292.0,303.0,407.0,556.0,10.0,5.0,3.0
2016-09-19,5.0,8.0,6.0,8.0,7.0,7.0,3.0,7.0,157.0,131.0,97.0,205.0,307.0,302.0,445.0,637.0,9.0,7.0,3.0
2016-09-26,0.0,3.0,6.0,14.0,11.0,5.0,4.0,7.0,150.0,156.0,124.0,188.0,255.0,312.0,458.0,618.0,22.0,15.0,5.0
2016-10-03,6.0,1.0,0.0,14.0,10.0,4.0,11.0,3.0,142.0,143.0,103.0,216.0,268.0,286.0,425.0,684.0,21.0,16.0,2.0
2016-10-10,1.0,4.0,5.0,10.0,5.0,8.0,5.0,9.0,153.0,142.0,98.0,274.0,323.0,320.0,387.0,702.0,11.0,6.0,2.0
2016-10-17,2.0,3.0,5.0,15.0,1.0,5.0,4.0,5.0,122.0,136.0,106.0,208.0,283.0,332.0,417.0,651.0,9.0,6.0,3.0
2016-10-24,0.0,5.0,4.0,7.0,7.0,12.0,4.0,6.0,150.0,122.0,94.0,234.0,274.0,291.0,365.0,578.0,5.0,3.0,1.0
2016-10-31,1.0,3.0,3.0,5.0,7.0,7.0,7.0,14.0,146.0,117.0,107.0,198.0,253.0,322.0,495.0,770.0,22.0,7.0,5.0
2016-11-07,2.0,4.0,4.0,10.0,7.0,7.0,7.0,5.0,161.0,149.0,124.0,235.0,322.0,375.0,517.0,689.0,10.0,8.0,3.0
2016-11-14,4.0,1.0,6.0,10.0,4.0,5.0,7.0,9.0,148.0,139.0,102.0,262.0,336.0,334.0,612.0,766.0,15.0,12.0,7.0
2016-11-21,1.0,6.0,13.0,4.0,4.0,9.0,8.0,4.0,178.0,191.0,133.0,286.0,344.0,343.0,526.0,760.0,11.0,10.0,3.0
2016-11-28,4.0,5.0,8.0,16.0,5.0,14.0,9.0,8.0,191.0,200.0,96.0,222.0,331.0,288.0,421.0,660.0,15.0,6.0,7.0
2016-12-05,4.0,4.0,14.0,17.0,4.0,11.0,8.0,7.0,169.0,195.0,120.0,269.0,308.0,361.0,580.0,693.0,13.0,6.0,2.0
2016-12-12,1.0,7.0,7.0,13.0,8.0,14.0,7.0,7.0,207.0,197.0,150.0,250.0,302.0,334.0,489.0,651.0,18.0,5.0,2.0
2016-12-19,3.0,10.0,5.0,23.0,2.0,6.0,8.0,5.0,173.0,154.0,116.0,232.0,334.0,330.0,467.0,658.0,14.0,8.0,3.0
2016-12-26,8.0,5.0,5.0,7.0,6.0,17.0,1.0,7.0,142.0,144.0,107.0,202.0,287.0,316.0,442.0,647.0,9.0,7.0,4.0
2017-01-02,1.0,2.0,5.0,7.0,6.0,6.0,11.0,7.0,193.0,174.0,110.0,243.0,293.0,305.0,422.0,553.0,19.0,11.0,2.0
2017-01-09,2.0,1.0,11.0,5.0,6.0,6.0,10.0,6.0,175.0,170.0,139.0,247.0,365.0,341.0,483.0,713.0,17.0,16.0,3.0
2017-01-16,6.0,5.0,6.0,13.0,7.0,2.0,9.0,11.0,177.0,175.0,142.0,277.0,410.0,373.0,535.0,797.0,14.0,16.0,9.0
